Name,GPU Name,Architecture,Foundry,Process Size,Transistor Count,Die Size,Release Date,Generation,Base Clock,Boost Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Memory Bandwidth,Shading Units,TMUs,ROPs,Compute Units,L0 Cache,L1 Cache,L2 Cache,L3 Cache,Pixel Rate,Texture Rate,Floating Point Performance 32-bit,Floating Point Performance 64-bit,TDP,DirectX,OpenGL,Vulkan,Shader Model,SMM Count,SM Count,Tensor Cores,RT Cores
Iris Xe Graphics G4 48EU Mobile,Tiger Lake GT2,Generation 12.1,Intel,10.0,,146.0,2020-09-02 00:00:00,HD Graphics-M,300.0,1100.0,,,shared,,,384.0,24.0,12.0,,,,,3.0,13.2,26.4,844.8,211.2,15.0,12,4.6,1.3,6.0,,,,
Iris Xe Graphics G7 80EU Mobile,Tiger Lake GT2,Generation 12.1,Intel,10.0,,146.0,2020-09-02 00:00:00,HD Graphics-M,300.0,1100.0,,,shared,,,640.0,40.0,20.0,,,,1.0,3.0,22.0,44.0,1.408,352.0,15.0,12,4.6,1.3,6.0,,,,
Iris Xe Graphics G7 96EU Mobile,Tiger Lake GT2,Generation 12.1,Intel,10.0,,146.0,2020-09-02 00:00:00,HD Graphics-M,300.0,1100.0,,,shared,,,768.0,48.0,24.0,,,,1.0,3.0,26.4,52.8,1690.0,422.4,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 16EU Mobile,Elkhart Lake GT1,Generation 11.0,Intel,10.0,,,2020-09-23 00:00:00,HD Graphics-E,250.0,750.0,,,shared,,,128.0,8.0,4.0,,,,,,3.0,6.0,192.0,48.0,9.0,12,4.6,1.3,6.0,,,,
UHD Graphics 32EU Mobile,Elkhart Lake GT1,Generation 11.0,Intel,10.0,,,2020-09-23 00:00:00,HD Graphics-E,400.0,750.0,,,shared,,,256.0,16.0,8.0,,,,,,6.0,12.0,384.0,96.0,9.0,12,4.6,1.3,6.0,,,,
UHD Graphics G4 48EU Mobile,Lakefield GT1,Generation 11.0,Intel,10.0,,,2020-05-28 00:00:00,HD Graphics-M,200.0,500.0,,,shared,,,384.0,32.0,8.0,,,,,,4.0,16.0,384.0,96.0,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics G7 64EU Mobile,Lakefield GT2,Generation 11.0,Intel,10.0,,,2020-05-28 00:00:00,HD Graphics-M,200.0,500.0,,,shared,,,512.0,32.0,8.0,,,,,,4.0,16.0,512.0,128.0,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics P630 Mobile,Comet Lake GT2,Generation 9.5,Intel,14.0,,,2020-05-13 00:00:00,HD Graphics-WM,350.0,1250.0,,,shared,,,192.0,24.0,3.0,,,,,,3.75,30.0,480.0,120.0,15.0,12,4.6,1.3,6.0,,,,
GeForce GTX 1650 Max-Q,TU117,Turing,TSMC,12.0,4700000.0,200.0,2020-04-15 00:00:00,GeForce 16 Mobile,930.0,1125.0,1250.0,4096.0,DDR6,128.0,160.0,1024.0,64.0,32.0,,,64.0,1.0,,36.0,72.0,2304.0,72.0,30.0,12,4.6,1.3,6.0,,16.0,,
GeForce GTX 1650 Mobile,TU117,Turing,TSMC,12.0,4700000.0,200.0,2020-04-15 00:00:00,GeForce 16 Mobile,1380.0,1515.0,1500.0,4096.0,DDR6,128.0,192.0,1024.0,64.0,32.0,,,64.0,1.0,,48.48,96.96,3103.0,96.96,50.0,12,4.6,1.3,6.0,,16.0,,
GeForce GTX 1650 Ti Max-Q,TU117,Turing,TSMC,12.0,4700000.0,200.0,2020-04-02 00:00:00,GeForce 16 Mobile,1035.0,1200.0,1250.0,4096.0,DDR6,128.0,160.0,1024.0,64.0,32.0,,,64.0,1.0,,38.4,76.8,2458.0,76.8,50.0,12,4.6,1.3,6.0,,16.0,,
GeForce GTX 1650 Ti Mobile,TU117,Turing,TSMC,12.0,4700000.0,200.0,2020-04-02 00:00:00,GeForce 16 Mobile,1350.0,1485.0,1500.0,4096.0,DDR6,128.0,192.0,1024.0,64.0,32.0,,,64.0,1.0,,47.52,95.04,3041.0,95.04,50.0,12,4.6,1.3,6.0,,16.0,,
GeForce GTX 1650 Ti Mobile,TU116,Turing,TSMC,12.0,6600000.0,284.0,2020-04-23 00:00:00,GeForce 16 Mobile,1350.0,1485.0,1500.0,4096.0,DDR6,128.0,192.0,1024.0,64.0,32.0,,,64.0,1.0,,47.52,95.04,3041.0,95.04,50.0,12,4.6,1.3,6.0,,16.0,,
GeForce MX330,GP108B,Pascal,Samsung,14.0,1800000.0,74.0,2020-02-10 00:00:00,GeForce MX,1531.0,1594.0,1752.0,2048.0,DDR5,64.0,56.06,384.0,24.0,16.0,,,48.0,0.5,,25.5,38.26,1.224,38.26,10.0,12,4.6,1.3,6.0,,3.0,,
GeForce MX350,GP107S,Pascal,Samsung,14.0,3300000.0,132.0,2020-02-10 00:00:00,GeForce MX,1354.0,1468.0,1752.0,2048.0,DDR5,64.0,56.06,640.0,32.0,16.0,,,48.0,0.5,,23.49,46.98,1879.0,58.72,20.0,12,4.6,1.3,6.0,,5.0,,
GeForce MX350,GP107S,Pascal,Samsung,14.0,3300000.0,132.0,2020-02-10 00:00:00,GeForce MX,747.0,937.0,1752.0,2048.0,DDR5,64.0,56.06,640.0,32.0,16.0,,,48.0,0.5,,14.99,29.98,1.199,37.48,20.0,12,4.6,1.3,6.0,,5.0,,
GeForce MX450 12W,TU117S,Turing,TSMC,12.0,4700000.0,200.0,2020-08-15 00:00:00,GeForce MX,720.0,930.0,1250.0,2048.0,DDR6,64.0,80.0,896.0,56.0,32.0,,,64.0,0.5,,29.76,52.08,1667.0,52.08,12.0,12,4.6,1.3,6.0,,14.0,,
GeForce MX450 30.5W 10Gbps,TU117S,Turing,TSMC,12.0,4700000.0,200.0,2020-08-25 00:00:00,GeForce MX,1395.0,1575.0,1250.0,2048.0,DDR6,64.0,80.0,896.0,56.0,32.0,,,64.0,0.5,,50.4,88.2,2822.0,88.2,31.0,12,4.6,1.3,6.0,,14.0,,
GeForce MX450 30.5W 8Gbps,TU117S,Turing,TSMC,12.0,4700000.0,200.0,2020-08-25 00:00:00,GeForce MX,1035.0,1275.0,2000.0,2048.0,DDR5,64.0,64.0,896.0,56.0,32.0,,,64.0,0.5,,40.8,71.4,2285.0,71.4,31.0,12,4.6,1.3,6.0,,14.0,,
GeForce RTX 2060 Max-Q,TU106,Turing,TSMC,12.0,10800000.0,445.0,2020-01-29 00:00:00,GeForce 20 Mobile,975.0,1185.0,1375.0,6144.0,DDR6,192.0,264.0,1920.0,120.0,48.0,,,64.0,3.0,,56.88,142.2,4550.0,142.2,65.0,12 Ultimate,4.6,1.3,6.0,,30.0,240.0,"30.0"
GeForce RTX 2070 Max-Q Refresh,TU106B,Turing,TSMC,12.0,10800000.0,445.0,2020-03-04 00:00:00,GeForce 20 Mobile,900.0,1125.0,1375.0,8192.0,DDR6,256.0,352.0,2304.0,144.0,64.0,,,64.0,4.0,,72.0,162.0,5184.0,162.0,115.0,12 Ultimate,4.6,1.3,6.0,,36.0,288.0,"36.0"
GeForce RTX 2070 Mobile Refresh,TU106B,Turing,TSMC,12.0,10800000.0,445.0,2020-03-04 00:00:00,GeForce 20 Mobile,1260.0,1455.0,1375.0,8192.0,DDR6,256.0,352.0,2304.0,144.0,64.0,,,64.0,4.0,,93.12,209.5,6705.0,209.5,115.0,12 Ultimate,4.6,1.3,6.0,,36.0,288.0,"36.0"
GeForce RTX 2070 SUPER Max-Q,TU104,Turing,TSMC,12.0,13600000.0,545.0,2020-04-02 00:00:00,GeForce 20 Mobile,930.0,1155.0,1375.0,8192.0,DDR6,256.0,352.0,2560.0,160.0,64.0,,,64.0,4.0,,73.92,184.8,5914.0,184.8,80.0,12 Ultimate,4.6,1.3,6.0,,40.0,320.0,"40.0"
GeForce RTX 2070 SUPER Mobile,TU104,Turing,TSMC,12.0,13600000.0,545.0,2020-04-02 00:00:00,GeForce 20 Mobile,1140.0,1380.0,1750.0,8192.0,DDR6,256.0,448.0,2560.0,160.0,64.0,,,64.0,4.0,,88.32,220.8,7066.0,220.8,115.0,12 Ultimate,4.6,1.3,6.0,,40.0,320.0,"40.0"
GeForce RTX 2080 SUPER Max-Q,TU104,Turing,TSMC,12.0,13600000.0,545.0,2020-04-02 00:00:00,GeForce 20 Mobile,735.0,975.0,1375.0,8192.0,DDR6,256.0,352.0,3072.0,192.0,64.0,,,64.0,4.0,,62.4,187.2,5990.0,187.2,80.0,12 Ultimate,4.6,1.3,6.0,,48.0,384.0,"48.0"
GeForce RTX 2080 SUPER Mobile,TU104,Turing,TSMC,12.0,13600000.0,545.0,2020-04-02 00:00:00,GeForce 20 Mobile,1365.0,1560.0,1750.0,8192.0,DDR6,256.0,448.0,3072.0,192.0,64.0,,,64.0,4.0,,99.84,299.5,9585.0,299.5,150.0,12 Ultimate,4.6,1.3,6.0,,48.0,384.0,"48.0"
Jetson Xavier NX 16 GB,GV10B,Volta,TSMC,12.0,9000000.0,350.0,2020-05-14 00:00:00,Tegra,854.0,1100.0,1866.0,16384.0,DDR4,128.0,59.71,384.0,24.0,16.0,,,128.0,0.25,,17.6,26.4,844.8,422.4,20.0,12,4.6,1.2,6.0,,6.0,48.0,
Jetson Xavier NX 8 GB,GV10B,Volta,TSMC,12.0,9000000.0,350.0,2020-05-14 00:00:00,Tegra,854.0,1100.0,1866.0,8192.0,DDR4,128.0,59.71,384.0,24.0,16.0,,,128.0,0.25,,17.6,26.4,844.8,422.4,15.0,12,4.6,1.2,6.0,,6.0,48.0,
Quadro RTX 5000 Mobile Refresh,TU104B,Turing,TSMC,12.0,13600000.0,545.0,2020-06-08 00:00:00,Quadro Turing-M,1035.0,1530.0,1750.0,16384.0,DDR6,256.0,448.0,3072.0,192.0,64.0,,,64.0,4.0,,97.92,293.8,9400.0,293.8,110.0,12 Ultimate,4.6,1.3,6.0,,48.0,384.0,"48.0"
Quadro RTX 5000 X2 Mobile,TU104,Turing,TSMC,12.0,13600000.0,545.0,2020-06-08 00:00:00,Quadro Turing-M,1035.0,1530.0,1750.0,16384.0,DDR6,256.0,448.0,3072.0,192.0,64.0,,,64.0,4.0,,97.92,293.8,9400.0,293.8,110.0,12 Ultimate,4.6,1.3,6.0,,48.0,384.0,"48.0"
Quadro T1000 Mobile GDDR6,TU117,Turing,TSMC,12.0,4700000.0,200.0,2020-06-08 00:00:00,Quadro Turing-M,1395.0,1650.0,1500.0,4096.0,DDR6,128.0,192.0,896.0,56.0,32.0,,,64.0,1.0,,52.8,92.4,2957.0,92.4,50.0,12,4.6,1.3,6.0,,14.0,,
T500 Max-Q,TU117,Turing,TSMC,12.0,4700000.0,200.0,2020-12-02 00:00:00,Quadro Turing-M,795.0,1425.0,1250.0,4096.0,DDR6,64.0,80.0,896.0,56.0,32.0,,,64.0,1.0,,45.6,79.8,2554.0,79.8,18.0,12,4.6,1.3,6.0,,14.0,,
T500 Mobile,TU117,Turing,TSMC,12.0,4700000.0,200.0,2020-12-02 00:00:00,Quadro Turing-M,1185.0,1560.0,1250.0,4096.0,DDR6,64.0,80.0,896.0,56.0,32.0,,,64.0,1.0,,49.92,87.36,2796.0,87.36,18.0,12,4.6,1.3,6.0,,14.0,,
Radeon 540 Mobile,Lexa,GCN 4.0,GlobalFoundries,14.0,2200000.0,103.0,2019-03-26 00:00:00,Polaris Mobile,,,1300.0,2048.0,DDR5,64.0,41.6,512.0,32.0,16.0,8.0,,16.0,0.25,,16.74,33.47,1.071,66.94,50.0,12,4.6,1.3,6.0,,,,
Radeon 540X Mobile,Polaris 23,GCN 4.0,GlobalFoundries,14.0,2200000.0,103.0,2019-02-11 00:00:00,Polaris Mobile,980.0,1095.0,1000.0,2048.0,DDR5,64.0,32.0,512.0,32.0,16.0,8.0,,16.0,0.5,,17.52,35.04,1.121,70.08,50.0,12,4.6,1.3,6.0,,,,
Radeon 610 Mobile,Banks,GCN 1.0,TSMC,28.0,690000000.0,56.0,2019-05-23 00:00:00,Polaris Mobile,,,1000.0,2048.0,DDR5,64.0,32.0,320.0,20.0,8.0,5.0,,16.0,0.125,,8.24,20.6,659.2,41.2,50.0,12,4.6,1.2.170,6.0,,,,
Radeon 620 Mobile,Polaris 24,GCN 3.0,TSMC,28.0,1550000.0,125.0,2019-05-13 00:00:00,Polaris Mobile,,,1000.0,2048.0,DDR5,64.0,32.0,384.0,24.0,8.0,6.0,,16.0,0.125,,7.36,22.08,706.6,44.16,50.0,12,4.6,1.2.170,6.0,,,,
Radeon 625 Mobile,Polaris 24,GCN 3.0,TSMC,28.0,1550000.0,125.0,2019-05-13 00:00:00,Polaris Mobile,730.0,1024.0,1125.0,2048.0,DDR5,64.0,36.0,384.0,24.0,8.0,6.0,,16.0,0.125,,8.192,24.58,786.4,49.15,50.0,12,4.6,1.2.170,6.0,,,,
Radeon 630 Mobile,Polaris 23,GCN 4.0,GlobalFoundries,14.0,2200000.0,103.0,2019-05-13 00:00:00,Polaris Mobile,1082.0,1211.0,1500.0,2048.0,DDR5,128.0,96.0,512.0,32.0,16.0,8.0,,16.0,0.5,,19.38,38.75,1.24,77.5,50.0,12,4.6,1.3,6.0,,,,
Radeon E9390 PCIe,Ellesmere,GCN 4.0,GlobalFoundries,14.0,5700000.0,232.0,2019-10-15 00:00:00,Embedded,713.0,1089.0,1250.0,8192.0,DDR5,256.0,160.0,1792.0,112.0,32.0,28.0,,16.0,2.0,,34.85,122.0,3903.0,243.9,75.0,12,4.6,1.3,6.0,,,,
Radeon E9560 PCIe,Ellesmere,GCN 4.0,GlobalFoundries,14.0,5700000.0,232.0,2019-10-15 00:00:00,Embedded,1120.0,1237.0,1750.0,8192.0,DDR5,256.0,224.0,2304.0,144.0,32.0,36.0,,16.0,2.0,,39.58,178.1,5700.0,356.3,130.0,12,4.6,1.3,6.0,,,,
Radeon Pro 5300M,Navi 14,RDNA 1.0,TSMC,7.0,6400000.0,158.0,2019-11-13 00:00:00,Radeon Pro Mac,1000.0,1250.0,1500.0,4096.0,DDR6,128.0,192.0,1280.0,80.0,32.0,20.0,,,2.0,,40.0,100.0,3200.0,200.0,85.0,12,4.6,1.3,6.0,,,,
Radeon Pro 5500M,Navi 14,RDNA 1.0,TSMC,7.0,6400000.0,158.0,2019-11-13 00:00:00,Radeon Pro Mac,1000.0,1450.0,1500.0,8192.0,DDR6,128.0,192.0,1536.0,96.0,32.0,24.0,,,2.0,,46.4,139.2,4454.0,278.4,85.0,12,4.6,1.3,6.0,,,,
Radeon Pro 570X,Ellesmere,GCN 4.0,GlobalFoundries,14.0,5700000.0,232.0,2019-03-18 00:00:00,Radeon Pro Mac,1000.0,1105.0,1695.0,4096.0,DDR5,256.0,217.0,1792.0,112.0,32.0,28.0,,16.0,2.0,,35.36,123.8,3960.0,247.5,150.0,12,4.6,1.3,6.0,,,,
Radeon Pro 575X,Ellesmere,GCN 4.0,GlobalFoundries,14.0,5700000.0,232.0,2019-03-18 00:00:00,Radeon Pro Mac,,,1695.0,4096.0,DDR5,256.0,217.0,2048.0,128.0,32.0,32.0,,16.0,2.0,,35.07,140.3,4489.0,280.6,150.0,12,4.6,1.3,6.0,,,,
Radeon Pro 580X,Ellesmere,GCN 4.0,GlobalFoundries,14.0,5700000.0,232.0,2019-03-18 00:00:00,Radeon Pro Mac,1100.0,1200.0,1710.0,8192.0,DDR5,256.0,218.9,2304.0,144.0,32.0,36.0,,16.0,2.0,,38.4,172.8,5530.0,345.6,185.0,12,4.6,1.3,6.0,,,,
Radeon Pro Vega 48,Vega 10,GCN 5.0,GlobalFoundries,14.0,12500000.0,495.0,2019-03-19 00:00:00,Radeon Pro Mac,,,786.0,8192.0,HBM2,2048.0,402.4,3072.0,192.0,64.0,48.0,,16.0,4.0,,76.8,230.4,7373.0,460.8,,12,4.6,1.3,6.0,,,,
Radeon Pro Vega 64X,Vega 10,GCN 5.0,GlobalFoundries,14.0,12500000.0,495.0,2019-03-19 00:00:00,Radeon Pro Mac,1250.0,1468.0,1000.0,16384.0,HBM2,2048.0,512.0,4096.0,256.0,64.0,64.0,,16.0,4.0,,93.95,375.8,12030.0,751.6,250.0,12,4.6,1.3,6.0,,,,
Radeon Pro W5300M,Navi 14,RDNA 1.0,TSMC,7.0,6400000.0,158.0,2019-11-13 00:00:00,Radeon Pro Mobile,1000.0,1250.0,1500.0,4096.0,DDR6,128.0,192.0,1280.0,80.0,32.0,20.0,,,2.0,,40.0,100.0,3200.0,200.0,85.0,12,4.6,1.3,6.0,,,,
Radeon Pro WX 3200 Mobile,Polaris 23,GCN 4.0,GlobalFoundries,14.0,2200000.0,103.0,2019-07-02 00:00:00,Radeon Pro Mobile,,,1000.0,4096.0,DDR5,128.0,64.0,640.0,32.0,16.0,10.0,,16.0,0.5,,17.31,34.62,1.385,86.56,65.0,12,4.6,1.3,6.0,,,,
Radeon RX 5300M,Navi 14,RDNA 1.0,TSMC,7.0,6400000.0,158.0,2019-11-13 00:00:00,Navi Mobile,1000.0,1445.0,1750.0,3072.0,DDR6,96.0,168.0,1408.0,88.0,32.0,22.0,,,2.0,,46.24,127.2,4069.0,254.3,85.0,12,4.6,1.3,6.0,,,,
Radeon RX 5500M,Navi 14,RDNA 1.0,TSMC,7.0,6400000.0,158.0,2019-10-07 00:00:00,Navi Mobile,1375.0,1645.0,1750.0,4096.0,DDR6,128.0,224.0,1408.0,88.0,32.0,22.0,,,2.0,,52.64,144.8,4632.0,289.5,85.0,12,4.6,1.3,6.0,,,,
Radeon RX 560X Mobile,Polaris 31,GCN 4.0,GlobalFoundries,14.0,3000000.0,123.0,2019-01-09 00:00:00,Polaris Mobile,,,1750.0,4096.0,DDR5,128.0,112.0,896.0,56.0,16.0,14.0,,16.0,1.0,,19.57,68.49,2192.0,137.0,65.0,12,4.6,1.3,6.0,,,,
Radeon RX 640 Mobile,Polaris 23,GCN 4.0,GlobalFoundries,14.0,2200000.0,103.0,2019-05-13 00:00:00,Polaris Mobile,1082.0,1218.0,1500.0,2048.0,DDR5,64.0,48.0,640.0,40.0,16.0,10.0,,16.0,0.5,,19.49,48.72,1559.0,97.44,50.0,12,4.6,1.3,6.0,,,,
Radeon RX Vega 11 Mobile,Picasso-M,GCN 5.0,GlobalFoundries,12.0,4940000.0,210.0,2019-10-22 00:00:00,Vega IGP,300.0,1400.0,,,shared,,,704.0,44.0,8.0,11.0,,,,,11.2,61.6,1971.0,123.2,15.0,12,4.6,1.3,6.0,,,,
Radeon Vega 10 Mobile,Picasso-M,GCN 5.0,GlobalFoundries,12.0,4940000.0,210.0,2019-01-06 00:00:00,Vega IGP,300.0,1400.0,,,shared,,,640.0,40.0,8.0,10.0,,,,,11.2,56.0,1792.0,112.0,15.0,12,4.6,1.3,6.0,,,,
Radeon Vega 10 Mobile,Raven-M,GCN 5.0,GlobalFoundries,14.0,4940000.0,210.0,2019-01-08 00:00:00,Vega IGP,300.0,1301.0,,,shared,,,640.0,40.0,8.0,10.0,,,,,10.41,52.04,1665.0,104.1,10.0,12,4.6,1.3,6.0,,,,
Radeon Vega 10 Mobile,Picasso-M,GCN 5.0,GlobalFoundries,12.0,4940000.0,210.0,2019-04-08 00:00:00,Vega IGP,300.0,1400.0,,,shared,,,640.0,40.0,8.0,10.0,,,,,11.2,56.0,1792.0,112.0,15.0,12,4.6,1.3,6.0,,,,
Radeon Vega 3 Mobile,Picasso-M,GCN 5.0,GlobalFoundries,12.0,4940000.0,210.0,2019-01-06 00:00:00,Vega IGP,300.0,1001.0,,,shared,,,192.0,12.0,4.0,3.0,,,,,4.004,12.01,384.4,24.02,15.0,12,4.6,1.3,6.0,,,,
Radeon Vega 6 Mobile,Picasso-M,GCN 5.0,GlobalFoundries,12.0,4940000.0,210.0,2019-01-06 00:00:00,Vega IGP,300.0,1200.0,,,shared,,,384.0,24.0,8.0,6.0,,,,,9.6,28.8,921.6,57.6,15.0,12,4.6,1.3,6.0,,,,
Radeon Vega 6 Mobile,Raven-M,GCN 5.0,GlobalFoundries,14.0,4940000.0,210.0,2019-01-08 00:00:00,Vega IGP,300.0,1101.0,,,shared,,,384.0,24.0,8.0,6.0,,,,,8.808,26.42,845.6,52.85,15.0,12,4.6,1.3,6.0,,,,
Radeon Vega 8 Mobile,Raven-M,GCN 5.0,GlobalFoundries,14.0,4940000.0,210.0,2019-01-08 00:00:00,Vega IGP,300.0,1101.0,,,shared,,,512.0,32.0,8.0,8.0,,,,,8.808,35.23,1.127,70.46,25.0,12,4.6,1.3,6.0,,,,
Radeon Vega 8 Mobile,Picasso-M,GCN 5.0,GlobalFoundries,12.0,4940000.0,210.0,2019-01-06 00:00:00,Vega IGP,300.0,1200.0,,,shared,,,512.0,32.0,8.0,8.0,,,,,9.6,38.4,1.229,76.8,15.0,12,4.6,1.3,6.0,,,,
Radeon Vega 8 Mobile,Picasso-M,GCN 5.0,GlobalFoundries,12.0,4940000.0,210.0,2019-04-08 00:00:00,Vega IGP,300.0,1200.0,,,shared,,,512.0,32.0,8.0,8.0,,,,,9.6,38.4,1.229,76.8,15.0,12,4.6,1.3,6.0,,,,
Radeon Vega 9 Mobile,Picasso-M,GCN 5.0,GlobalFoundries,12.0,4940000.0,210.0,2019-10-22 00:00:00,Vega IGP,300.0,1300.0,,,shared,,,576.0,36.0,8.0,9.0,,,,,10.4,46.8,1.498,93.6,15.0,12,4.6,1.3,6.0,,,,
Iris Plus Graphics 645 Mobile,Coffee Lake GT3e,Generation 9.5,Intel,14.0,,,2019-10-07 00:00:00,HD Graphics-M,300.0,1050.0,,,shared,,,384.0,48.0,6.0,,,,,,6.3,50.4,806.4,201.6,15.0,12,4.6,1.3,6.0,,,,
Iris Plus Graphics G4 48EU Mobile,Ice Lake GT1,Generation 11.0,Intel,10.0,,,2019-05-29 00:00:00,HD Graphics-M,300.0,1050.0,,,shared,,,384.0,24.0,8.0,,,,,,8.4,25.2,806.4,201.6,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 24EU Mobile,Comet Lake GT2,Generation 9.5,Intel,14.0,,,2019-08-21 00:00:00,HD Graphics-M,300.0,1000.0,,,shared,,,192.0,24.0,3.0,,,,,,3.0,24.0,384.0,96.0,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 24EU Mobile,Amber Lake GT2,Generation 9.5,Intel,14.0,,,2019-08-21 00:00:00,HD Graphics-T,300.0,1050.0,,,shared,,,192.0,24.0,3.0,,,,,,3.15,25.2,403.2,100.8,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 24EU Mobile,Comet Lake GT1,Generation 9.5,Intel,14.0,,,2019-08-21 00:00:00,HD Graphics-M,300.0,900.0,,,shared,,,192.0,24.0,3.0,,,,,,2.7,21.6,345.6,86.4,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics G1 32EU Mobile,Ice Lake GT1,Generation 11.0,Intel,10.0,,,2019-05-29 00:00:00,HD Graphics-M,300.0,900.0,,,shared,,,256.0,16.0,8.0,,,,,,7.2,14.4,460.8,115.2,15.0,12,4.6,1.3,6.0,,,,
GeForce GTX 1050 Mobile 3 GB,GP107,Pascal,Samsung,14.0,3300000.0,132.0,2019-02-01 00:00:00,GeForce 10 Mobile,1366.0,1442.0,1752.0,3072.0,DDR5,96.0,84.1,768.0,48.0,24.0,,,48.0,0.75,,34.61,69.22,2215.0,69.22,75.0,12,4.6,1.3,6.0,,6.0,,
GeForce GTX 1650 Max-Q,TU117,Turing,TSMC,12.0,4700000.0,200.0,2019-04-23 00:00:00,GeForce 16 Mobile,1020.0,1245.0,1751.0,4096.0,DDR5,128.0,112.1,1024.0,64.0,32.0,,,64.0,1.0,,39.84,79.68,2550.0,79.68,50.0,12,4.6,1.3,6.0,,16.0,,
GeForce GTX 1650 Mobile,TU117,Turing,TSMC,12.0,4700000.0,200.0,2019-04-23 00:00:00,GeForce 16 Mobile,1395.0,1560.0,2001.0,4096.0,DDR5,128.0,128.1,1024.0,64.0,32.0,,,64.0,1.0,,49.92,99.84,3195.0,99.84,50.0,12,4.6,1.3,6.0,,16.0,,
GeForce GTX 1660 Ti Max-Q,TU116,Turing,TSMC,12.0,6600000.0,284.0,2019-04-23 00:00:00,GeForce 16 Mobile,1140.0,1335.0,1500.0,6144.0,DDR6,192.0,288.0,1536.0,96.0,48.0,,,64.0,1.5,,64.08,128.2,4101.0,128.2,,12,4.6,1.3,6.0,,24.0,,
GeForce GTX 1660 Ti Mobile,TU116,Turing,TSMC,12.0,6600000.0,284.0,2019-04-23 00:00:00,GeForce 16 Mobile,1455.0,1590.0,1500.0,6144.0,DDR6,192.0,288.0,1536.0,96.0,48.0,,,64.0,1.5,,76.32,152.6,4884.0,152.6,,12,4.6,1.3,6.0,,24.0,,
GeForce MX150 GP107,GP107,Pascal,Samsung,14.0,3300000.0,132.0,2019-02-23 00:00:00,GeForce MX,1469.0,1532.0,1502.0,2048.0,DDR5,64.0,48.06,384.0,24.0,16.0,,,48.0,0.5,,24.51,36.77,1.177,36.77,25.0,12,4.6,1.3,6.0,,3.0,,
GeForce MX230,GP108,Pascal,Samsung,14.0,1800000.0,74.0,2019-02-21 00:00:00,GeForce MX,1519.0,1531.0,1502.0,2048.0,DDR5,64.0,48.06,256.0,16.0,16.0,,,48.0,0.5,,24.5,24.5,783.9,24.5,10.0,12,4.6,1.3,6.0,,2.0,,
GeForce MX250,GP108,Pascal,Samsung,14.0,1800000.0,74.0,2019-02-21 00:00:00,GeForce MX,1519.0,1582.0,1502.0,2048.0,DDR5,64.0,48.06,384.0,24.0,16.0,,,48.0,0.5,,25.31,37.97,1.215,37.97,25.0,12,4.6,1.3,6.0,,3.0,,
GeForce MX250,GP108B,Pascal,Samsung,14.0,1800000.0,74.0,2019-02-20 00:00:00,GeForce MX,937.0,1038.0,1502.0,2048.0,DDR5,64.0,48.06,384.0,24.0,16.0,,,48.0,0.5,,16.61,24.91,797.2,24.91,10.0,12,4.6,1.3,6.0,,3.0,,
GeForce RTX 2060 Max-Q Refresh,TU106B,Turing,TSMC,12.0,10800000.0,445.0,2019-01-29 00:00:00,GeForce 20 Mobile,960.0,1200.0,1353.0,6144.0,DDR6,192.0,259.8,1920.0,120.0,48.0,,,64.0,3.0,,57.6,144.0,4608.0,144.0,115.0,12 Ultimate,4.6,1.3,6.0,,30.0,240.0,"30.0"
GeForce RTX 2060 Mobile,TU106,Turing,TSMC,12.0,10800000.0,445.0,2019-01-29 00:00:00,GeForce 20 Mobile,960.0,1200.0,1750.0,6144.0,DDR6,192.0,336.0,1920.0,120.0,48.0,,,64.0,3.0,,57.6,144.0,4608.0,144.0,115.0,12 Ultimate,4.6,1.3,6.0,,30.0,240.0,"30.0"
GeForce RTX 2060 Mobile Refresh,TU106B,Turing,TSMC,12.0,10800000.0,445.0,2019-01-29 00:00:00,GeForce 20 Mobile,1005.0,1560.0,1375.0,6144.0,DDR6,192.0,264.0,1920.0,120.0,48.0,,,64.0,3.0,,74.88,187.2,5990.0,187.2,65.0,12 Ultimate,4.6,1.3,6.0,,30.0,240.0,"30.0"
GeForce RTX 2060 SUPER Mobile,TU106,Turing,TSMC,12.0,10800000.0,445.0,2019-07-09 00:00:00,GeForce 20 Mobile,1470.0,1530.0,1750.0,8192.0,DDR6,256.0,448.0,2176.0,136.0,64.0,,,64.0,4.0,,97.92,208.1,6659.0,208.1,175.0,12 Ultimate,4.6,1.3,6.0,,34.0,272.0,"34.0"
GeForce RTX 2070 Max-Q,TU106,Turing,TSMC,12.0,10800000.0,445.0,2019-01-29 00:00:00,GeForce 20 Mobile,885.0,1185.0,1500.0,8192.0,DDR6,256.0,384.0,2304.0,144.0,64.0,,,64.0,4.0,,75.84,170.6,5460.0,170.6,90.0,12 Ultimate,4.6,1.3,6.0,,36.0,288.0,"36.0"
