,Socket,Foundry,Process Size: ,Transistors,Die Size,Package,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,Base Clock,Multiplier,Multiplier Unlocked,TDP,Codename,Generation,Memory Support,LPDDR4x Speed,Rated Speed,Memory Bus,ECC Memory,PCI-Express,# of Cores,# of Threads,SMP # CPUs: ,Integrated Graphics,Cache L1,Cache L2,Cache L3,LPDDR5 Speed,P-Core Base,E-Core Frequency,Configurable TDP,LPDDR5x Speed,Hybrid Cores,I/O Process Size,I/O Die Size,XDNA NPU,PPT,3D V-Cache,E-Core L1,E-Core L2,Chipset,Launch Price,DDR4 Speed,SoC Tile Process,I/O Tile Process,Graphics Tile Process,LP E-Core Boost,AI Boost NPU,Maximum Power,Secondary PCIe,LP E-Cores,Tertiary PCIe,Minimum Power,PL1,PL2,DDR5 Speed,PCH PCIe,Min. Assured Freq.,Max. Assured Freq.,tCaseMax,P-Core Boost 3.0,PL2 Tau Limit,Chipsets,Retail Availability,Bundled Cooler,E-Core L3,Maximum Memory,AI Boost NPU 4,Max Power,Packaged Memory,Memory Capacity,Cache L0-D,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Boost 3.0,TDP-down Frequency,Configurable TDP-down,LPDDR4 Speed,Base Die Process,Base Die Transistors,Base Die Size,All Core Turbo,Bus Speed,TDP-Down Freq.,LPDDR3 Speed,TDP-Down Frequency,MSRP,TDP Range,eDRAM Process Size,eDRAM Die Size,Cache L4,TDP-Up Freq.,TDP-down,Radeon Graphics Die Size,Dedicated Graphics,DDR3L Speed,DMI Bus Speed,Voltage,Core Pipeline,Announcement
366,Intel BGA 1528,Intel,10 nm,,,FC-BGA14F,100°C,Mobile,Active,"Oct 1st, 2018",SRFDZ,2000 MHz,N/A,100 MHz,20.0x,No,15 W,Whiskey Lake-U,Celeron,DDR4,,2133 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",2,2,1,UHD Graphics 610,64 KB (per core),256 KB (per core),2 MB (shared),,,,,,,,,,,,,,,$107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866 MT/s,,,,,,,,,,,,,,,
367,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,,Mobile,Active,"Apr 5th, 2018",unknown,3 GHz,up to 3.6 GHz,100 MHz,30.0x,No,28 W,Kaby Lake-R,Core i3,DDR4,,,,No,,2,4,1,Iris Pro Plus,64 KB (per core),256 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Intel BGA 1440,Intel,10 nm,,70.52 mm²,FC-BGA1440,105°C,Mobile,End-of-life,"May 5th, 2018",SRCVC,2.2 GHz,up to 3.2 GHz,100 MHz,22.0x,No,15 W,Cannon Lake,Core i3,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",2,4,1,N/A,64 KB (per core),256 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,,Mobile,Active,"Feb 13th, 2018",unknown,2.4 GHz,up to 3.4 GHz,100 MHz,24.0x,No,15 W,Kaby Lake-R,Core i3,DDR4,,,,No,,2,4,1,UHD 620,64 KB (per core),256 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Intel BGA 1528,Intel,10 nm,,,FC-BGA14F,100°C,Mobile,End-of-life,"Oct 1st, 2018",SRFFZ,2.1 GHz,up to 3.9 GHz,100 MHz,21.0x,No,15 W,Whiskey Lake-U,Core i3,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",2,4,1,UHD Graphics 620,64 KB (per core),256 KB (per core),4 MB (shared),,,,10-25 W,,,,,,,,,,,$281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up to 3.7 GHz,,,,,,,,,,,800 MHz,2133 MT/s,,,,,,,2.3 GHz,,,,,,,,
371,Intel BGA 1528,Intel,10 nm,,,FC-BGA14F,100°C,Mobile,Active,"Oct 1st, 2018",SRFDT,2.2 GHz,up to 3.9 GHz,100 MHz,22.0x,No,15 W,Whiskey Lake-U,Core i3,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",2,4,1,UHD Graphics 620,64 KB (per core),256 KB (per core),4 MB (shared),,,,12.5-25 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up to 3.7 GHz,,,,,,,,,,,1600 MHz,2133 MT/s,,,,,,,2.4 GHz,,,,,,,,
372,Intel BGA 1526,Intel,14 nm,,126 mm²,FC-BGA1528,100°C,Mobile,End-of-life,"Apr 5th, 2018",SRCKB,2.3 GHz,up to 3.8 GHz,100 MHz,23.0x,No,28 W,Coffee Lake-U,Core i5,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",4,8,1,Iris Pro Plus 655,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,$320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1 GHz,20 W,,,,,,,,,,,,22 nm,84 mm²,128 MB (shared),,,,,,,,,
373,Intel BGA 1528,Intel,14 nm,,,FC-BGA14F,100°C,Mobile,End-of-life,"Oct 1st, 2018",SRFFX,1600 MHz,up to 3.9 GHz,100 MHz,16.0x,No,15 W,Whiskey Lake-U,Core i5,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",4,8,1,UHD Graphics 620,64 KB (per core),256 KB (per core),6 MB (shared),,,,10-25 W,,,,,,,,,,,$297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up to 3.7 GHz,,,,,,,,,,,800 MHz,2133 MT/s,,,,,,,1800 MHz,,,,,,,,
374,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,,Mobile,Active,"Apr 5th, 2018",unknown,2.6 GHz,up to 4.2 GHz,100 MHz,26.0x,No,28 W,Kaby Lake-R,Core i5,DDR4,,,,No,,4,8,1,Iris Pro Plus,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Intel BGA 1440,Intel,14 nm,,126 mm²,FC-BGA1440,,Mobile,End-of-life,"Apr 2nd, 2018",SR3Z0,2.3 GHz,up to 3.9 GHz,100 MHz,23.0x,No,45 W,Coffee Lake-H,Core i5,DDR4,,,,No,,4,8,1,UHD 630,64 KB (per core),256 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Intel BGA 2270,Intel,14 nm,,,FC-BGA2270,,Mobile,Active,"Feb 1st, 2018",unknown,2.8 GHz,up to 3.8 GHz,100 MHz,28.0x,No,65 W,Kaby Lake G,Core i5,DDR4,,,,No,,4,8,1,Radeon RX Vega M GL,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Intel BGA 1440,Intel,14 nm,,126 mm²,FC-BGA1440,,Mobile,End-of-life,"Apr 2nd, 2018",SR3Z1,2.5 GHz,up to 4.1 GHz,100 MHz,25.0x,No,45 W,Coffee Lake-H,Core i5,DDR4,,,,No,,4,8,1,UHD 630,64 KB (per core),256 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,,Mobile,Active,"Apr 5th, 2018",unknown,2.7 GHz,up to 4.5 GHz,100 MHz,27.0x,No,28 W,Kaby Lake-R,Core i7,DDR4,,,,No,,4,8,1,Iris Pro Plus,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Intel BGA 1528,Intel,14 nm,,,FC-BGA14F,100°C,Mobile,End-of-life,"Oct 1st, 2018",SRGML,1800 MHz,up to 4.6 GHz,100 MHz,18.0x,No,15 W,Whiskey Lake-U,Core i7,"DDR3, DDR4",,2400 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",4,8,1,UHD Graphics 620,64 KB (per core),256 KB (per core),8 MB (shared),,,,10-25 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up to 4.1 GHz,,,,,,,,,,,800 MHz,2133 MT/s,,,,,,,2.0 GHz,,,,,,,,
380,Intel BGA 1528,Intel,14 nm,,,FC-BGA14F,100°C,Mobile,End-of-life,"Oct 1st, 2018",SREJP,1800 MHz,up to 4.6 GHz,100 MHz,18.0x,No,15 W,Whiskey Lake-U,Core i7,"DDR3, DDR4",,2400 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",4,8,1,UHD Graphics 620,64 KB (per core),256 KB (per core),8 MB (shared),,,,10-25 W,,,,,,,,,,,$409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up to 4.1 GHz,,,,,,,,,,,800 MHz,2133 MT/s,,,,,,,2.0 GHz,,,,,,,,
381,Intel BGA 1528,Intel,14 nm,,,FC-BGA14F,100°C,Mobile,End-of-life,"Oct 1st, 2018",SRF9W,1900 MHz,up to 4.8 GHz,100 MHz,19.0x,No,15 W,Whiskey Lake-U,Core i7,"DDR3, DDR4",,2400 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",4,8,1,UHD Graphics 620,64 KB (per core),256 KB (per core),8 MB (shared),,,,10-25 W,,,,,,,,,,,$409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up to 4.2 GHz,,,,,,,,,,,800 MHz,2133 MT/s,,,,,,,2.1 GHz,,,,,,,,
382,Intel BGA 1528,Intel,14 nm,,,FC-BGA14F,100°C,Mobile,End-of-life,"Oct 1st, 2018",SRF9W,1700 MHz,up to 4.4 GHz,100 MHz,17.0x,No,15 W,Whiskey Lake-U,Core i7,"DDR3, DDR4",,2400 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",4,8,1,UHD Graphics 620,64 KB (per core),256 KB (per core),8 MB (shared),,,,12.5-25 W,,,,,,,,,,,$409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 MHz,2133 MT/s,,,,,,,2.0 GHz,,,,,,,,
383,Intel BGA 2270,Intel,14 nm,,125 mm²,FC-BGA2270,,Mobile,End-of-life,"Jan 7th, 2018",SR3RK,3.1 GHz,up to 4.1 GHz,100 MHz,31.0x,No,65 W,Kaby Lake G,Core i7,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",4,8,1,Intel HD Graphics 630,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,Intel HM175,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208 mm²,Radeon RX Vega M GL,,,,,
384,Intel BGA 2270,Intel,14 nm,,,FC-BGA2270,,Mobile,Active,"Feb 1st, 2018",unknown,3.1 GHz,up to 4.1 GHz,100 MHz,31.0x,No,65 W,Kaby Lake G,Core i7,DDR4,,,,No,,4,8,1,Radeon RX Vega M GL,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Intel BGA 2270,Intel,14 nm,,,FC-BGA2270,,Mobile,Active,"Feb 1st, 2018",unknown,3.1 GHz,up to 4.1 GHz,100 MHz,31.0x,No,65 W,Kaby Lake G,Core i7,DDR4,,,,No,,4,8,1,Radeon RX Vega M GH,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Intel BGA 1440,Intel,14 nm,,149 mm²,FC-BGA1440,,Mobile,End-of-life,"Apr 2nd, 2018",SR3YY,2.2 GHz,up to 4.1 GHz,100 MHz,22.0x,No,45 W,Coffee Lake-H,Core i7,DDR4,,,,No,,6,12,1,UHD 630,64 KB (per core),256 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Intel BGA 2270,Intel,14 nm,,,FC-BGA2270,,Mobile,Active,"Feb 1st, 2018",unknown,3.1 GHz,up to 4.2 GHz,100 MHz,31.0x,No,65 W,Kaby Lake G,Core i7,DDR4,,,,No,,4,8,1,Radeon RX Vega M GH,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Intel BGA 1440,Intel,14 nm,,149 mm²,FC-BGA1440,,Mobile,End-of-life,"Apr 2nd, 2018",SR3YZ,2.7 GHz,up to 4.3 GHz,100 MHz,27.0x,No,45 W,Coffee Lake-H,Core i7,DDR4,,,,No,,6,12,1,UHD 630,64 KB (per core),256 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Intel BGA 1440,Intel,14 nm,,149 mm²,FC-BGA1440,,Mobile,End-of-life,"Apr 2nd, 2018",SRCKN,2.9 GHz,up to 4.7 GHz,100 MHz,37.0x,Yes,95 W,Coffee Lake-H,Core i9,DDR4,,,,No,,6,12,1,UHD 630,64 KB (per core),256 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Intel BGA 1440,Intel,10 nm,,70.52 mm²,FC-BGA1440,,Mobile,End-of-life,"May 5th, 2018",unknown,1500 MHz,up to 2.2 GHz,100 MHz,15.0x,No,5 W,Cannon Lake-Y,Core m3,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 10 Lanes",2,4,1,UHD Graphics,64 KB (per core),256 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Intel BGA 1440,Intel,14 nm,,154 mm²,FC-BGA1440,100°C,Server/Workstation,End-of-life,"Apr 4th, 2018",SR3YX,2.7 GHz,up to 4.4 GHz,100 MHz,27.0x,No,45 W,Coffee Lake-H,Xeon E,DDR4,,2666 MT/s,Dual-channel,Yes,"Gen 3, 16 Lanes",6,12,1,UHD Graphics P630,64 KB (per core),256 KB (per core),12 MB (shared),,,,35 W,,,,,,,,,,QM370,$450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1 GHz,,,,,,,,,,,,,,,,,,,,2.2 GHz,,,,,,,
392,Intel BGA 1440,Intel,14 nm,,154 mm²,FC-BGA1440,100°C,Server/Workstation,End-of-life,"Apr 4th, 2018",SRCKQ,2.9 GHz,up to 4.8 GHz,100 MHz,29.0x,No,45 W,Coffee Lake-H,Xeon E,DDR4,,2666 MT/s,Dual-channel,Yes,"Gen 3, 16 Lanes",6,12,1,UHD Graphics P630,64 KB (per core),256 KB (per core),12 MB (shared),,,,35 W,,,,,,,,,,QM370,$623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3 GHz,,,,,,,,,,,,,,,,,,,,2.4 GHz,,,,,,,
393,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,Apr 2017,AM9120AYN23AC,2.2 GHz,up to 2.5 GHz,100 MHz,22.0x,No,15 W,Stoney Ridge,A4,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R3 2CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,Apr 2017,AM9125AYN23AC,2.3 GHz,up to 2.6 GHz,100 MHz,23.0x,No,15 W,Stoney Ridge,A4,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R3 2CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,Apr 2017,AM9220AYN23AC,2.5 GHz,up to 2.9 GHz,100 MHz,25.0x,No,15 W,Stoney Ridge,A6,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R4 3CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,AMD Socket FT4,GlobalFoundries,28 nm,"1,200 million",125 mm²,BGA,90°C,Mobile,End-of-life,Apr 2017,AM9225AYN23AC,2.6 GHz,up to 3 GHz,100 MHz,26.0x,No,15 W,Stoney Ridge,A6,DDR4,,2133 MT/s,Single-channel,No,"Gen 3, 8 Lanes",2,2,1,Radeon R4 3CU,160 KB,1 MB (shared),,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,AMD Socket FP5,GlobalFoundries,14 nm,,246 mm²,,,Mobile,Active,"Oct 26th, 2017",unknown,2000 MHz,up to 3.6 GHz,100 MHz,20.0x,No,15 W,Raven Ridge,Ryzen 5,DDR4,,,Dual-channel,No,,4,8,1,Radeon Vega 8,128 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,AMD Socket FP5,GlobalFoundries,14 nm,,246 mm²,,,Mobile,Active,"Oct 26th, 2017",unknown,2.2 GHz,up to 3.8 GHz,100 MHz,22.0x,No,15 W,Raven Ridge,Ryzen 7,DDR4,,,Dual-channel,No,,4,8,1,Radeon RX Vega 10,128 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,AMD Socket FP5,GlobalFoundries,14 nm,,246 mm²,,,Mobile,Active,"Oct 26th, 2017",unknown,2.2 GHz,up to 3.8 GHz,100 MHz,22.0x,No,15 W,Raven Ridge,Ryzen 7,DDR4,,,Dual-channel,No,,4,8,1,Radeon RX Vega 10,128 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Intel BGA 1356,Intel,14 nm,,98.7 mm²,FC-BGA1356,100°C,Mobile,End-of-life,"Jan 3rd, 2017",SR349,1800 MHz,N/A,100 MHz,18.0x,No,15 W,Kaby Lake-U,Celeron,"DDR3, DDR4",,,Dual-channel,No,"Gen 2, 10 Lanes",2,2,1,Intel HD Graphics 610,64 KB (per core),256 KB (per core),2 MB (shared),,,,,,,,,,,,,,,$107,2133 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 W,,,,,,,,1866 MT/s,,,,,,,,,,,1600 MT/s,4 GT/s,,,
401,Intel BGA 1356,Intel,14 nm,,98.7 mm²,FC-BGA1356,100°C,Mobile,End-of-life,"Jan 3rd, 2017",SR34A,2.2 GHz,N/A,100 MHz,22.0x,No,15 W,Kaby Lake-U,Celeron,"DDR3, DDR4",,,Dual-channel,No,"Gen 2, 10 Lanes",2,2,1,Intel HD Graphics 610,64 KB (per core),256 KB (per core),2 MB (shared),,,,,,,,,,,,,,,$107,2133 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 W,,,,,,,,1866 MT/s,,,,,,,,,,,1600 MT/s,4 GT/s,,,
402,Intel BGA 1090,Intel,14 nm,,93 mm²,FC-BGA1090,105°C,Mobile,End-of-life,"Dec 11th, 2017",SR3S5,2000 MHz,up to 2.7 GHz,100 MHz,20.0x,No,10 W,Gemini Lake,Celeron,DDR4,,2400 MT/s,Dual-channel,No,"Gen 2, 6 Lanes",2,2,1,UHD Graphics 600,56 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,$107,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Intel BGA 1090,Intel,14 nm,,93 mm²,FC-BGA1090,105°C,Mobile,End-of-life,"Dec 11th, 2017",SR3S4,1500 MHz,up to 2.5 GHz,100 MHz,15.0x,No,10 W,Gemini Lake,Celeron,DDR4,,2400 MT/s,Dual-channel,No,"Gen 2, 6 Lanes",4,4,1,UHD Graphics 600,56 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,$107,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Intel BGA 1440,Intel,14 nm,,126 mm²,FC-BGA1440,100°C,Mobile,End-of-life,"Jan 3rd, 2017",SR32T,2.8 GHz,N/A,100 MHz,30.0x,No,35 W,Kaby Lake-H,Core i3,"DDR3, DDR4",,,Dual-channel,No,"Gen 3, 16 Lanes",2,4,1,Intel HD Graphics 630,64 KB (per core),256 KB (per core),3 MB (shared),,,,,,,,,,,,,,,$225,2400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133 MT/s,,,,,,,,,,,1600 MT/s,,,,
405,Intel BGA 1440,Intel,14 nm,,126 mm²,FC-BGA1440,100°C,Mobile,End-of-life,"Jan 3rd, 2017",SR32S,2.5 GHz,up to 3.5 GHz,100 MHz,25.0x,No,45 W,Kaby Lake-H,Core i5,"DDR3, DDR4",,,Dual-channel,No,"Gen 3, 16 Lanes",4,4,1,Intel HD Graphics 630,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,$250,2400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1 GHz,,,,35 W,,,,,,,,2133 MT/s,,,,,,,,,,,1600 MT/s,,,,
406,Intel BGA 1440,Intel,14 nm,,126 mm²,FC-BGA1440,100°C,Mobile,End-of-life,"Jan 3rd, 2017",SR32R,2.8 GHz,up to 3.8 GHz,100 MHz,28.0x,No,45 W,Kaby Lake-H,Core i5,"DDR3, DDR4",,,Dual-channel,No,"Gen 3, 16 Lanes",4,4,1,Intel HD Graphics 630,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,$250,2400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1 GHz,,,,35 W,,,,,,,,2133 MT/s,,,,,,,,,,,1600 MT/s,,,,
407,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,,Mobile,Active,"Aug 21st, 2017",SR3LA,1600 MHz,up to 3.4 GHz,100 MHz,16.0x,No,15 W,Kaby Lake-R,Core i5,DDR4,,,,No,,4,8,1,UHD 620,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,,Mobile,Active,"Aug 21st, 2017",SR3L9,1700 MHz,up to 3.6 GHz,100 MHz,17.0x,No,15 W,Kaby Lake-R,Core i5,DDR4,,,,No,,4,8,1,UHD 620,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Intel BGA 1440,Intel,14 nm,,126 mm²,FC-BGA1440,100°C,Mobile,End-of-life,"Jan 3rd, 2017",SR32Q,2.8 GHz,up to 3.8 GHz,100 MHz,28.0x,No,45 W,Kaby Lake-H,Core i7,"DDR3, DDR4",,,Dual-channel,No,"Gen 3, 16 Lanes",4,8,1,Intel HD Graphics 630,64 KB (per core),256 KB (per core),6 MB (shared),,,,,,,,,,,,,,,$378,2400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4 GHz,,,,35 W,,,,,,,,2133 MT/s,,,,,,,,,,,1600 MT/s,,,,
410,Intel BGA 1440,Intel,14 nm,,126 mm²,FC-BGA1440,100°C,Mobile,End-of-life,"Jan 3rd, 2017",SR32P,2.9 GHz,up to 3.9 GHz,100 MHz,29.0x,Yes,45 W,Kaby Lake-H,Core i7,"DDR3, DDR4",,,Dual-channel,No,"Gen 3, 16 Lanes",4,8,1,Intel HD Graphics 630,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,$378,2400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5 GHz,,,,35 W,,,,,,,,2133 MT/s,,,,,,,,,,,1600 MT/s,,,,
411,Intel BGA 1440,Intel,14 nm,,126 mm²,FC-BGA1440,100°C,Mobile,End-of-life,"Jan 3rd, 2017",SR32N,2.9 GHz,up to 3.9 GHz,100 MHz,29.0x,No,45 W,Kaby Lake-H,Core i7,"DDR3, DDR4",,,Dual-channel,No,"Gen 3, 16 Lanes",4,8,1,Intel HD Graphics 630,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,$378,2400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5 GHz,,,,35 W,,,,,,,,2133 MT/s,,,,,,,,,,,1600 MT/s,,,,
412,Intel BGA 1440,Intel,14 nm,,126 mm²,FC-BGA1440,100°C,Mobile,End-of-life,"Jan 3rd, 2017",SR32L,3.1 GHz,up to 4.1 GHz,100 MHz,31.0x,No,45 W,Kaby Lake-H,Core i7,"DDR3, DDR4",,,Dual-channel,No,"Gen 3, 16 Lanes",4,8,1,Intel HD Graphics 630,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,$568,2400 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7 GHz,,,,35 W,,,,,,,,2133 MT/s,,,,,,,,,,,1600 MT/s,,,,
413,Intel BGA 1356,Intel,14 nm,,123 mm²,FC-BGA1356,,Mobile,Active,"Aug 21st, 2017",SR3LC,1800 MHz,up to 4 GHz,100 MHz,18.0x,No,15 W,Kaby Lake-R,Core i7,DDR4,,,,No,,4,8,1,UHD 620,64 KB (per core),256 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
