,Unnamed: 0,Socket,Foundry,Process Size: ,Transistors,Die Size,Package,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,Base Clock,Multiplier,Multiplier Unlocked,TDP,Codename,Generation,Memory Support,LPDDR4x Speed,Rated Speed,Memory Bus,ECC Memory,PCI-Express,# of Cores,# of Threads,SMP # CPUs: ,Integrated Graphics,Cache L1,Cache L2,Cache L3,LPDDR5 Speed,P-Core Base,E-Core Frequency,Configurable TDP,LPDDR5x Speed,Hybrid Cores,I/O Process Size,I/O Die Size,XDNA NPU,PPT,3D V-Cache,E-Core L1,E-Core L2,Chipset,Launch Price,DDR4 Speed,SoC Tile Process,I/O Tile Process,Graphics Tile Process,LP E-Core Boost,AI Boost NPU,Maximum Power,Secondary PCIe,LP E-Cores,Tertiary PCIe,Minimum Power,PL1,PL2,DDR5 Speed,PCH PCIe,Min. Assured Freq.,Max. Assured Freq.,tCaseMax,P-Core Boost 3.0,PL2 Tau Limit,Chipsets,Retail Availability,Bundled Cooler,E-Core L3,Maximum Memory,AI Boost NPU 4,Max Power,Packaged Memory,Memory Capacity,Cache L0-D,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Boost 3.0,TDP-down Frequency,Configurable TDP-down,LPDDR4 Speed,Base Die Process,Base Die Transistors,Base Die Size,All Core Turbo,Bus Speed,TDP-Down Freq.,LPDDR3 Speed,TDP-Down Frequency,MSRP,TDP Range,eDRAM Process Size,eDRAM Die Size,Cache L4,TDP-Up Freq.,TDP-down,Radeon Graphics Die Size,Dedicated Graphics,DDR3L Speed,DMI Bus Speed,Voltage,Core Pipeline,Announcement,Name
234,234,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FP6,105°C,Mobile,Active,"Jan 12th, 2021",100-000000474,3 GHz,up to 4.8 GHz,100 MHz,30.0x,No,35 W,Cezanne,Ryzen 9,DDR4,,4266 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",8,16,1,Radeon Vega 8,64 KB (per core),512 KB (per core),16 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 9 5980HS
235,235,AMD Socket FP6,TSMC,7 nm,"10,700 million",180 mm²,FP6,105°C,Mobile,Active,"Jan 12th, 2021",100-000000474,3.3 GHz,up to 4.8 GHz,100 MHz,33.0x,Yes,45 W,Cezanne,Ryzen 9,DDR4,,4266 MT/s,Dual-channel,No,"Gen 3, 16 Lanes",8,16,1,Radeon Vega 8,64 KB (per core),512 KB (per core),16 MB (shared),,,,35-54 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 9 5980HX
236,236,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Mobile,Active,"May 11th, 2021",SRKT0,2.1 GHz,up to 4.4 GHz,100 MHz,21.0x,No,35 W,Tiger Lake-H,Core i5,DDR4,,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",6,12,1,UHD Graphics,80 KB (per core),1.25 MB (per core),12 MB (shared),,,,,,,,,,,,,,,$250,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,2.6 GHz,up to 4.0 GHz,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-11260H
237,237,Intel BGA 1449,Intel,10 nm,,146.1 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 11th, 2021",SRKH6,2.6 GHz,up to 4.4 GHz,100 MHz,26.0x,No,28 W,Tiger Lake-H,Core i5,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",4,8,1,Iris XE 80EU,80 KB (per core),1.25 MB (per core),8 MB (shared),,,,,,,,,,,,,,,$309,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,3.1 GHz,up to 4.0 GHz,35 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-11300H
238,238,Intel BGA 1449,Intel,10 nm,,146.1 mm²,FC-BGA16F,100°C,Mobile,Active,"Jun 21st, 2021",SRKSK,2.5 GHz,up to 4.5 GHz,100 MHz,25.0x,No,28 W,Tiger Lake-H,Core i5,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",4,8,1,Iris XE 96EU,80 KB (per core),1.25 MB (per core),8 MB (shared),,,,,,,,,,,,,,,$309,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,3.2 GHz,up to 4.3 GHz,35 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-11320H
239,239,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Mobile,Active,"May 11th, 2021",SRKT1,2.2 GHz,up to 4.5 GHz,100 MHz,22.0x,No,35 W,Tiger Lake-H,Core i5,DDR4,,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",6,12,1,UHD Graphics,80 KB (per core),1.25 MB (per core),12 MB (shared),,,,,,,,,,,,,,,$250,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,2.7 GHz,up to 4.1 GHz,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-11400H
240,240,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Mobile,Active,"May 11th, 2021",SRKT2,2.4 GHz,up to 4.6 GHz,100 MHz,24.0x,No,35 W,Tiger Lake-H,Core i5,DDR4,,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",6,12,1,UHD Graphics 750,80 KB (per core),1.25 MB (per core),12 MB (shared),,,,,,,,,,,,,,,$250,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,2.9 GHz,up to 4.2 GHz,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-11500H
241,241,Intel BGA 1449,Intel,10 nm,,,FC-BGA1449,100°C,Mobile,Active,"May 31st, 2021",unknown,2.5 GHz,up to 4.5 GHz,100 MHz,25.0x,No,28 W,Tiger Lake-U,Core i5,DDR4,,4266 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",4,8,1,Iris Xe Graphics G7 80EU,96 KB (per core),1.25 MB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i5-1155G7
242,242,Intel BGA 1449,Intel,10 nm,,146.1 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 11th, 2021",SRKH5,3 GHz,up to 4.8 GHz,100 MHz,30.0x,No,28 W,Tiger Lake-H,Core i7,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",4,8,1,Iris XE 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared),,,,,,,,,,,,,,,$426,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,3.3 GHz,up to 4.3 GHz,35 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-11370H
243,243,Intel BGA 1449,Intel,10 nm,,146.1 mm²,FC-BGA16F,100°C,Mobile,Active,"Jan 11th, 2021",SRKH4,3 GHz,up to 5 GHz,100 MHz,30.0x,No,28 W,Tiger Lake-H,Core i7,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",4,8,1,Iris XE 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared),,,,,,,,,,,,,,,$482,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,3.3 GHz,up to 4.3 GHz,35 W,4.8 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-11375H
244,244,Intel BGA 1449,Intel,10 nm,,146.1 mm²,FC-BGA16F,100°C,Mobile,Active,"Jun 21st, 2021",SRKSL,2.9 GHz,up to 5 GHz,100 MHz,29.0x,No,28 W,Tiger Lake-H,Core i7,DDR4,4267 MT/s,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",4,8,1,Iris XE 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared),,,,,,,,,,,,,,,$426,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,3.4 GHz,up to 4.6 GHz,35 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-11390H
245,245,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Mobile,Active,"May 11th, 2021",SRKT9,2.5 GHz,up to 4.6 GHz,100 MHz,25.0x,No,35 W,Tiger Lake-H,Core i7,DDR4,,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",6,12,1,UHD Graphics 750,80 KB (per core),1.25 MB (per core),18 MB (shared),,,,,,,,,,,,,,,$395,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,2.9 GHz,up to 4.2 GHz,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-11600H
246,246,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Mobile,Active,"May 11th, 2021",SRKT3,1900 MHz,up to 4.6 GHz,100 MHz,19.0x,No,35 W,Tiger Lake-H,Core i7,DDR4,,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,UHD Graphics 750,80 KB (per core),1.25 MB (per core),24 MB (shared),,,,,,,,,,,,,,,$395,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,2.3 GHz,up to 4.2 GHz,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-11800H
247,247,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Mobile,Active,"May 11th, 2021",SRKT4,2.1 GHz,up to 4.8 GHz,100 MHz,21.0x,No,35 W,Tiger Lake-H,Core i7,DDR4,,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,UHD Graphics 750,80 KB (per core),1.25 MB (per core),24 MB (shared),,,,,,,,,,,,,,,$395,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,2.5 GHz,up to 4.3 GHz,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i7-11850H
248,248,Intel BGA 1449,Intel,10 nm,,146.1 mm²,FC-BGA1449,100°C,Mobile,Active,"May 31st, 2021",SRKSB,2.9 GHz,up to 5 GHz,100 MHz,29.0x,No,28 W,Tiger Lake-U,Core i7,DDR4,4267 MT/s,,Dual-channel,No,"Gen 4, 16 Lanes",4,8,1,Iris Xe Graphics G7 96EU,80 KB (per core),1.25 MB (per core),12 MB (shared),,,,,,,,,,,,,,,$426,3200 MT/s,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,up to 4.6 GHz,,,1.3 GHz,12 W,,,,,,,,,,,,,,,,,,,,,,,,Core i7-1195G7
249,249,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Mobile,End-of-life,"May 11th, 2021",SRKT7,2.1 GHz,up to 4.9 GHz,100 MHz,21.0x,No,35 W,Tiger Lake-H,Core i9,DDR4,,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,UHD Graphics 750,80 KB (per core),1.25 MB (per core),24 MB (shared),,,,,,,,,,,,,,,$546,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,2.5 GHz,up to 4.4 GHz,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i9-11900H
250,250,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Mobile,Active,May 2021,SRKU4,3.3 GHz,up to 5.3 GHz,100 MHz,33.0x,Yes,65 W,Tiger Lake-H,Core i9,DDR4,,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,UHD Graphics 750,80 KB (per core),1.25 MB (per core),24 MB (shared),,,,,,,,,,,,,,,$539,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,,,55 W,up to 4.9 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,Core i9-11900KB
251,251,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Mobile,End-of-life,"May 11th, 2021",SRKT6,2.1 GHz,up to 5 GHz,100 MHz,21.0x,No,35 W,Tiger Lake-H,Core i9,DDR4,,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,UHD Graphics 750,80 KB (per core),1.25 MB (per core),24 MB (shared),,,,,,,,,,,,,,,$556,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,2.6 GHz,up to 4.5 GHz,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i9-11950H
252,252,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Mobile,End-of-life,"May 11th, 2021",SRKSZ,2.6 GHz,up to 5 GHz,100 MHz,26.0x,Yes,45 W,Tiger Lake-H,Core i9,DDR4,,3200 MT/s,Dual-channel,No,"Gen 4, 20 Lanes",8,16,1,UHD Graphics 750,80 KB (per core),1.25 MB (per core),24 MB (shared),,,,,,,,,,,,,,,$583,,,,,,,,,,,,,,,,,,72°C,,,"QM580, HM570, WM590",,,,,,,,,,3.3 GHz,up to 4.5 GHz,65 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i9-11980HK
253,253,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Server/Workstation,Active,"May 11th, 2021",SRKT8,3.2 GHz,up to 4.9 GHz,100 MHz,32.0x,No,35 W,Tiger Lake-H,Xeon,DDR4,,3200 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",6,12,1,UHD Graphics 750,80 KB (per core),1.25 MB (per core),18 MB (shared),,,,,,,,,,,,,,WM590,$450,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,up to 4.4 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xeon W-11855M
254,254,Intel BGA 1787,Intel,10 nm,,190 mm²,FC-BGA16F,100°C,Server/Workstation,Active,"May 11th, 2021",SRKT5,2.1 GHz,up to 5 GHz,100 MHz,21.0x,No,35 W,Tiger Lake-H,Xeon,DDR4,,3200 MT/s,Dual-channel,Yes,"Gen 4, 20 Lanes",8,16,1,UHD Graphics 750,80 KB (per core),1.25 MB (per core),24 MB (shared),,,,,,,,,,,,,,WM590,$623,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,2.6 GHz,up to 4.5 GHz,45 W,,,,,,,,,,,,,,,,,,,,,,,,,,,Xeon W-11955M
255,255,AMD Socket FP5,GlobalFoundries,14 nm,"4,940 million",210 mm²,FP5,95°C,Mobile,Active,"Jan 6th, 2020",YM3250C4T2OFG,2.6 GHz,up to 3.5 GHz,100 MHz,26.0x,No,15 W,Raven Ridge,Ryzen 3,DDR4,,2400 MT/s,Dual-channel,No,Gen 3,2,4,1,Radeon Vega 3,96 KB (per core),512 KB (per core),4 MB (shared),,,,25 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 3 3250U
256,256,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Jan 6th, 2020",unknown,2.7 GHz,up to 3.7 GHz,100 MHz,27.0x,No,25 W,Renoir,Ryzen 3,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,4,4,1,Radeon Graphics 320SP,64 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 3 4300U
257,257,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"May 7th, 2020",100-000000104,2.4 GHz,up to 3.7 GHz,100 MHz,24.0x,No,15 W,Renoir,Ryzen 3,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,4,8,1,Radeon Graphics 320SP,64 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 3 PRO 4450U
258,258,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Jan 6th, 2020",100-000000084,2.3 GHz,up to 4 GHz,100 MHz,23.0x,No,25 W,Renoir,Ryzen 5,DDR4,,4266 MT/s,Dual-channel,No,"Gen 3, 12 Lanes",6,6,1,Radeon Graphics 384SP,64 KB (per core),512 KB (per core),11 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 4500U
259,259,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Jan 6th, 2020",unknown,3 GHz,up to 4 GHz,100 MHz,30.0x,No,54 W,Renoir,Ryzen 5,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,6,12,1,Radeon RX Vega 6,64 KB (per core),512 KB (per core),11 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 4600H
260,260,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Jan 6th, 2020",unknown,3 GHz,up to 4 GHz,100 MHz,30.0x,No,35 W,Renoir,Ryzen 5,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,6,12,1,Radeon RX Vega 6,64 KB (per core),512 KB (per core),11 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 4600HS
261,261,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Jan 6th, 2020",unknown,2.1 GHz,up to 4 GHz,100 MHz,21.0x,No,25 W,Renoir,Ryzen 5,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,6,12,1,Radeon RX Vega 6,64 KB (per core),512 KB (per core),11 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 4600U
262,262,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"May 7th, 2020",unknown,2.1 GHz,up to 4 GHz,100 MHz,21.0x,No,15 W,Renoir,Ryzen 5,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,6,12,1,Radeon RX Vega 6,64 KB (per core),512 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5 PRO 4650U
263,263,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Jan 6th, 2020",unknown,1800 MHz,up to 4.2 GHz,100 MHz,18.0x,No,25 W,Renoir,Ryzen 7,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,8,8,1,Radeon Graphics 448SP,64 KB (per core),512 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 4700U
264,264,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"May 7th, 2020",100-000000101,1700 MHz,up to 4.1 GHz,100 MHz,17.0x,No,15 W,Renoir,Ryzen 7,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,8,16,1,Radeon RX Vega 8,64 KB (per core),512 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 4750U
265,265,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Jan 6th, 2020",unknown,2.9 GHz,up to 4.2 GHz,100 MHz,29.0x,No,54 W,Renoir,Ryzen 7,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,8,16,1,Radeon Graphics 448SP,64 KB (per core),512 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 4800H
266,266,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Jan 6th, 2020",unknown,2.9 GHz,up to 4.2 GHz,100 MHz,29.0x,No,35 W,Renoir,Ryzen 7,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,8,16,1,Radeon Graphics 448SP,64 KB (per core),512 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 4800HS
267,267,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Jan 6th, 2020",unknown,1800 MHz,up to 4.2 GHz,100 MHz,18.0x,No,25 W,Renoir,Ryzen 7,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,8,16,1,Radeon RX Vega 8,64 KB (per core),512 KB (per core),8 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7 4800U
268,268,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Mar 16th, 2020",unknown,3.3 GHz,up to 4.4 GHz,100 MHz,33.0x,No,54 W,Renoir,Ryzen 9,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,8,16,1,Radeon Graphics 512SP,64 KB (per core),512 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 9 4900H
269,269,AMD Socket FP6,TSMC,7 nm,"9,800 million",156 mm²,,105°C,Mobile,Active,"Mar 7th, 2020",unknown,3 GHz,up to 4.3 GHz,100 MHz,30.0x,No,35 W,Renoir,Ryzen 9,DDR4,,4266 MT/s,Dual-channel,No,Gen 3,8,16,1,Radeon Graphics 512SP,64 KB (per core),512 KB (per core),12 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 9 4900HS
270,270,AMD Socket FP5,GlobalFoundries,14 nm,"4,950 million",209.8 mm²,FC-BGA1140,105°C,Mobile,Active,"Feb 25th, 2020",YE1102C7T2OFG,1200 MHz,up to 2.6 GHz,100 MHz,12.0x,No,6 W,Zen,Ryzen Embedded,DDR4,,2400 MT/s,Single-channel,No,"Gen 3, 4 Lanes",2,4,1,Radeon Vega 3,96 KB (per core),512 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen Embedded R1102G
271,271,AMD Socket FP5,GlobalFoundries,14 nm,"4,950 million",209.8 mm²,FC-BGA1140,105°C,Mobile,Active,"Feb 25th, 2020",YE1305C9T2OFG,1500 MHz,up to 2.8 GHz,100 MHz,15.0x,No,10 W,Zen,Ryzen Embedded,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",2,4,1,Radeon Vega 3,96 KB (per core),512 KB (per core),4 MB (shared),,,,8 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen Embedded R1305G
272,272,AMD Socket FP5,GlobalFoundries,14 nm,"4,950 million",209.8 mm²,FC-BGA1140,105°C,Mobile,Active,"Feb 25th, 2020",YE1505C4T2OFG,2.4 GHz,up to 3.3 GHz,100 MHz,24.0x,No,25 W,Zen,Ryzen Embedded,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",2,4,1,Radeon Vega 3,96 KB (per core),512 KB (per core),4 MB (shared),,,,12 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen Embedded R1505G
273,273,AMD Socket FP5,GlobalFoundries,14 nm,"4,950 million",209.8 mm²,FC-BGA1140,105°C,Mobile,Active,"Feb 25th, 2020",YE1600C4T2OFG,2.6 GHz,up to 3.1 GHz,100 MHz,26.0x,No,25 W,Zen,Ryzen Embedded,DDR4,,2400 MT/s,Dual-channel,Yes,"Gen 3, 8 Lanes",2,4,1,,96 KB (per core),512 KB (per core),4 MB (shared),,,,12 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen Embedded R1600
274,274,AMD Socket FP5,GlobalFoundries,14 nm,"4,950 million",209.8 mm²,FC-BGA1140,105°C,Mobile,Active,"Feb 25th, 2020",YE1606C4T2OFG,2.6 GHz,up to 3.5 GHz,100 MHz,26.0x,No,25 W,Zen,Ryzen Embedded,DDR4,,2400 MT/s,Dual-channel,No,"Gen 3, 8 Lanes",2,4,1,Radeon Vega 3,96 KB (per core),512 KB (per core),4 MB (shared),,,,12 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen Embedded R1606G
275,275,Intel BGA 1044,Intel,10 nm,,123 mm²,FC-BGA1377,100°C,Mobile,End-of-life,"Mar 18th, 2020",SRGM9,1100 MHz,up to 3.2 GHz,100 MHz,11.0x,No,9 W,Ice Lake-Y,Core i3,DDR4,,,Dual-channel,No,Gen 3,2,4,1,Iris Plus (48EU),80 KB (per core),256 KB (per core),4 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733 MT/s,,,,,,,,,,,,,,,,,,,,,,,Core i3-1000NG4
276,276,Intel BGA 1598,Intel,10 nm,,,FC-BGA1598,100°C,Mobile,Active,"Sep 2nd, 2020",unknown,1800 MHz,up to 3.9 GHz,100 MHz,18.0x,No,15 W,Tiger Lake-U,Core i3,DDR4,,3733 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",2,4,1,Iris Xe Graphics G4,96 KB (per core),1.25 MB (per core),6 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i3-1110G4
277,277,Intel BGA 1449,Intel,10 nm,,,FC-BGA1449,100°C,Mobile,Active,"Sep 2nd, 2020",unknown,3 GHz,up to 4.1 GHz,100 MHz,30.0x,No,28 W,Tiger Lake-U,Core i3,DDR4,,3733 MT/s,Dual-channel,No,"Gen 4, 16 Lanes",2,4,1,Iris Xe Graphics G4,96 KB (per core),1.25 MB (per core),6 MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core i3-1115G4
